equipmentName,itemType,cardId,cardName,cardType,weaponStrategyId,weaponStrategyName,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus
Cycloid Scale Shoes,body,cycloidScaleShoesFittedPlate,Cycloid Scale Shoes — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Cycloid Scale Skirt,legs,cycloidScaleSkirtBrace,Cycloid Scale Skirt — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Cycloid Scale Skirt,legs,cycloidScaleSkirtFittedPlate,Cycloid Scale Skirt — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Cycloid Scale Sleeves,arms,cycloidScaleSleevesBrace,Cycloid Scale Sleeves — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Cycloid Scale Sleeves,arms,cycloidScaleSleevesFittedPlate,Cycloid Scale Sleeves — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Chitin Crusader Errant Badge,charm,dBKErrantBadgeOmen,Chitin Crusader Errant Badge — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Chitin Crusader Errant Badge,charm,dBKErrantBadgeGlimmer,Chitin Crusader Errant Badge — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dark Water Vial,tool,darkWaterVialUse,Dark Water Vial — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dark Water Vial,tool,darkWaterVialContingency,Dark Water Vial — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Daydream Knife,weapon,daydreamKnifeOpeningCut,Daydream Knife — Opening Cut,attack,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Daydream Knife,weapon,daydreamKnifeTechnique,Daydream Knife — Technique,skill,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Daydream Knife,weapon,daydreamKnifePayoff,Daydream Knife — Payoff,attack,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death Visage,charm,deathVisageOmen,Death Visage — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death Visage,charm,deathVisageGlimmer,Death Visage — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death's Wail (Hunt Phase),tool,deathSWailHuntPhaseUse,Death's Wail (Hunt Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death's Wail (Hunt Phase),tool,deathSWailHuntPhaseContingency,Death's Wail (Hunt Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death's Wail (Showdown Phase),tool,deathSWailShowdownPhaseUse,Death's Wail (Showdown Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Death's Wail (Showdown Phase),tool,deathSWailShowdownPhaseContingency,Death's Wail (Showdown Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dense Bone Arrows,weapon,denseBoneArrowsOpeningStrike,Dense Bone Arrows — Opening Strike,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dense Bone Arrows,weapon,denseBoneArrowsTechnique,Dense Bone Arrows — Technique,skill,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dense Bone Arrows,weapon,denseBoneArrowsPayoff,Dense Bone Arrows — Payoff,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Denticle Axe,weapon,denticleAxeOpeningStrike,Denticle Axe — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Denticle Axe,weapon,denticleAxeTechnique,Denticle Axe — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Denticle Axe,weapon,denticleAxePayoff,Denticle Axe — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Digging Claw,tool,diggingClawUse,Digging Claw — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Digging Claw,tool,diggingClawContingency,Digging Claw — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Armor Set,set,emberDrakeArmorSetBrace,Ember Drake Armor Set — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Armor Set,set,emberDrakeArmorSetSetline,Ember Drake Armor Set — Setline,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Belt,legs,emberDrakeBeltBrace,Ember Drake Belt — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Belt,legs,emberDrakeBeltFittedPlate,Ember Drake Belt — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Bite Bolt,weapon,emberDrakeBiteBoltOpeningStrike,Ember Drake Bite Bolt — Opening Strike,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Bite Bolt,weapon,emberDrakeBiteBoltTechnique,Ember Drake Bite Bolt — Technique,skill,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Bite Bolt,weapon,emberDrakeBiteBoltPayoff,Ember Drake Bite Bolt — Payoff,attack,rangedControl,Ranged Control,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Treads,legs,emberDrakeTreadsBrace,Ember Drake Treads — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Treads,legs,emberDrakeTreadsFittedPlate,Ember Drake Treads — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Chakram,weapon,emberDrakeChakramOpeningStrike,Ember Drake Chakram — Opening Strike,attack,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Chakram,weapon,emberDrakeChakramTechnique,Ember Drake Chakram — Technique,skill,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Chakram,weapon,emberDrakeChakramPayoff,Ember Drake Chakram — Payoff,attack,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Gloves,arms,emberDrakeGlovesBrace,Ember Drake Gloves — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Gloves,arms,emberDrakeGlovesFittedPlate,Ember Drake Gloves — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Mantle,body,emberDrakeMantleBrace,Ember Drake Mantle — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Mantle,body,emberDrakeMantleFittedPlate,Ember Drake Mantle — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer,weapon,emberDrakeSlayerOpeningStrike,Ember Drake Slayer — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer,weapon,emberDrakeSlayerTechnique,Ember Drake Slayer — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer,weapon,emberDrakeSlayerPayoff,Ember Drake Slayer — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer (Broken),weapon,emberDrakeSlayerBrokenOpeningStrike,Ember Drake Slayer (Broken) — Opening Strike,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer (Broken),weapon,emberDrakeSlayerBrokenTechnique,Ember Drake Slayer (Broken) — Technique,skill,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Slayer (Broken),weapon,emberDrakeSlayerBrokenPayoff,Ember Drake Slayer (Broken) — Payoff,attack,heavyBreaker,Heavy Breaker,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Skull Crown,head,emberDrakeSkullCrownBrace,Ember Drake Skull Crown — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Ember Drake Skull Crown,head,emberDrakeSkullCrownFittedPlate,Ember Drake Skull Crown — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dried Acanthus,tool,driedAcanthusUse,Dried Acanthus — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Dried Acanthus,tool,driedAcanthusContingency,Dried Acanthus — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Elder Earrings,charm,elderEarringsOmen,Elder Earrings — Omen,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Elder Earrings,charm,elderEarringsGlimmer,Elder Earrings — Glimmer,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Elder Fang Knife,weapon,elderFangKnifeOpeningCut,Elder Fang Knife — Opening Cut,attack,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Elder Fang Knife,weapon,elderFangKnifeTechnique,Elder Fang Knife — Technique,skill,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Elder Fang Knife,weapon,elderFangKnifePayoff,Elder Fang Knife — Payoff,attack,bleedStatus,Status Stack,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Eventide (Hunt Phase),tool,eventideHuntPhaseUse,Eventide (Hunt Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Eventide (Hunt Phase),tool,eventideHuntPhaseContingency,Eventide (Hunt Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Eventide (Showdown Phase),tool,eventideShowdownPhaseUse,Eventide (Showdown Phase) — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Eventide (Showdown Phase),tool,eventideShowdownPhaseContingency,Eventide (Showdown Phase) — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fanged Dusters,tool,fangedDustersUse,Fanged Dusters — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fanged Dusters,tool,fangedDustersContingency,Fanged Dusters — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Feather Mantle,tool,featherMantleUse,Feather Mantle — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Feather Mantle,tool,featherMantleContingency,Feather Mantle — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Feather Guard,offhand,featherGuardShieldWall,Feather Guard — Shield Wall,skill,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Feather Guard,offhand,featherGuardAnsweringBash,Feather Guard — Answering Bash,reaction,partySupport,Party Support Weapon,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fecal Salve,tool,fecalSalveResonance,Fecal Salve — Resonance,support,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fecal Salve,tool,fecalSalveEcho,Fecal Salve — Echo,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fetosaurus,body,fetosaurusBrace,Fetosaurus — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fetosaurus,body,fetosaurusFittedPlate,Fetosaurus — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Finger of God,tool,fingerOfGodUse,Finger of God — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Finger of God,tool,fingerOfGodContingency,Finger of God — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
First Aid Kit,tool,firstAidKitResonance,First Aid Kit — Resonance,support,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
First Aid Kit,tool,firstAidKitEcho,First Aid Kit — Echo,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Frenzy Drink,tool,frenzyDrinkUse,Frenzy Drink — Use,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Frenzy Drink,tool,frenzyDrinkContingency,Frenzy Drink — Contingency,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fur Armor Set,set,furArmorSetBrace,Fur Armor Set — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fur Armor Set,set,furArmorSetSetline,Fur Armor Set — Setline,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fur Kilt,body,furKiltBrace,Fur Kilt — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fur Kilt,body,furKiltFittedPlate,Fur Kilt — Fitted Plate,reaction,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
Fur Leg Warmers,legs,furLegWarmersBrace,Fur Leg Warmers — Brace,skill,,,True,1,3,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.
